osmid,y,x,street_count,accident_count,highway,ref,geometry
42484421,40.617265,-73.907072,3,0,,,POINT (-73.907072 40.617265)
42484422,40.615633,-73.905269,4,0,,,POINT (-73.905269 40.615633)
42484423,40.6139933,-73.9034536,3,0,,,POINT (-73.9034536 40.6139933)
42484425,40.6127835,-73.9021345,3,1,,,POINT (-73.9021345 40.6127835)
42484429,40.6252564,-73.915939,4,0,,,POINT (-73.915939 40.6252564)
42484430,40.623694,-73.914194,4,0,,,POINT (-73.914194 40.623694)
42484432,40.6780154,-73.93983,3,1,,,POINT (-73.93983 40.6780154)
42484434,40.678457,-73.939782,1,0,,,POINT (-73.939782 40.678457)
42484436,40.655652,-73.895572,3,0,,,POINT (-73.895572 40.655652)
42484451,40.650713,-73.972443,3,3,,,POINT (-73.972443 40.650713)
42484478,40.6375212,-74.0304458,1,0,,,POINT (-74.0304458 40.6375212)
42484481,40.638052,-74.030165,3,0,,,POINT (-74.030165 40.638052)
42484483,40.656303,-73.935718,3,1,traffic_signals,,POINT (-73.935718 40.656303)
42484484,40.653505,-73.935416,4,3,traffic_signals,,POINT (-73.935416 40.653505)
42484486,40.651514,-73.935204,4,0,traffic_signals,,POINT (-73.935204 40.651514)
42484489,40.6498123,-73.9350189,4,3,,,POINT (-73.9350189 40.6498123)
42484493,40.648757,-73.9349047,1,0,,,POINT (-73.9349047 40.648757)
42484498,40.644134,-73.93441,4,0,traffic_signals,,POINT (-73.93441 40.644134)
42484500,40.6418441,-73.934173,4,1,traffic_signals,,POINT (-73.934173 40.6418441)
42484503,40.639496,-73.933918,4,0,traffic_signals,,POINT (-73.933918 40.639496)
42484504,40.6371693,-73.9336692,4,1,traffic_signals,,POINT (-73.9336692 40.6371693)
42484506,40.634889,-73.9334275,3,1,,,POINT (-73.9334275 40.634889)
42484515,40.633244,-73.933254,3,0,,,POINT (-73.933254 40.633244)
42484520,40.632548,-73.933175,4,0,,,POINT (-73.933175 40.632548)
42484526,40.6302202,-73.9329346,4,0,,,POINT (-73.9329346 40.6302202)
42484529,40.6278699,-73.9326875,4,0,traffic_signals,,POINT (-73.9326875 40.6278699)
42484535,40.625534,-73.932425,4,0,,,POINT (-73.932425 40.625534)
42484539,40.623269,-73.932195,6,2,traffic_signals,,POINT (-73.932195 40.623269)
42484547,40.62106,-73.931951,4,0,,,POINT (-73.931951 40.62106)
42484550,40.6186581,-73.9316925,4,0,,,POINT (-73.9316925 40.6186581)
42484563,40.660295,-73.936136,3,1,,,POINT (-73.936136 40.660295)
42484565,40.6579968,-73.9358921,3,0,,,POINT (-73.9358921 40.6579968)
42484582,40.7275959,-73.9588788,3,1,,,POINT (-73.9588788 40.7275959)
42484587,40.7277591,-73.9572483,4,1,,,POINT (-73.9572483 40.7277591)
42484602,40.64856,-73.959662,3,0,,,POINT (-73.959662 40.64856)
42484604,40.6486522,-73.9588502,1,0,,,POINT (-73.9588502 40.6486522)
42484686,40.6471872,-73.9813396,3,2,traffic_signals,,POINT (-73.9813396 40.6471872)
42484689,40.6473034,-73.9802923,4,2,traffic_signals,,POINT (-73.9802923 40.6473034)
42484695,40.6474332,-73.9791199,4,1,traffic_signals,,POINT (-73.9791199 40.6474332)
42484698,40.6475338,-73.978191,4,0,traffic_signals,,POINT (-73.978191 40.6475338)
42484700,40.6476369,-73.9772664,4,1,traffic_signals,,POINT (-73.9772664 40.6476369)
42484702,40.6477421,-73.9763406,4,0,traffic_signals,,POINT (-73.9763406 40.6477421)
42484705,40.6478351,-73.9752912,4,1,traffic_signals,,POINT (-73.9752912 40.6478351)
42484719,40.6477726,-73.974659,4,0,traffic_signals,,POINT (-73.974659 40.6477726)
42484722,40.6476211,-73.9735121,4,1,traffic_signals,,POINT (-73.9735121 40.6476211)
42484739,40.6479168,-73.9722831,3,0,traffic_signals,,POINT (-73.9722831 40.6479168)
42484744,40.648258,-73.9713962,4,4,traffic_signals,,POINT (-73.9713962 40.648258)
42484747,40.6484862,-73.9707211,3,1,,,POINT (-73.9707211 40.6484862)
42484753,40.6492456,-73.9688016,3,3,,,POINT (-73.9688016 40.6492456)
42484757,40.649948,-73.967028,3,3,,,POINT (-73.967028 40.649948)
42484759,40.6502956,-73.9661434,3,1,traffic_signals,,POINT (-73.9661434 40.6502956)
42484762,40.650642,-73.965262,3,1,,,POINT (-73.965262 40.650642)
42484766,40.650887,-73.964654,3,1,traffic_signals,,POINT (-73.964654 40.650887)
42484770,40.6510047,-73.9643548,3,0,traffic_signals,,POINT (-73.9643548 40.6510047)
42484773,40.651364,-73.963442,3,1,,,POINT (-73.963442 40.651364)
42484776,40.6515308,-73.9630214,4,1,traffic_signals,,POINT (-73.9630214 40.6515308)
42484782,40.6521694,-73.9613939,4,3,traffic_signals,,POINT (-73.9613939 40.6521694)
42484786,40.652556,-73.960423,4,2,traffic_signals,,POINT (-73.960423 40.652556)
42484790,40.6529312,-73.9593296,4,8,traffic_signals,,POINT (-73.9593296 40.6529312)
42484796,40.6523181,-73.9560091,5,7,traffic_signals,,POINT (-73.9560091 40.6523181)
42484806,40.6843811,-73.9782849,3,0,traffic_signals,,POINT (-73.9782849 40.6843811)
42484822,40.6076978,-74.0169774,3,1,traffic_signals,,POINT (-74.0169774 40.6076978)
42484827,40.6097158,-74.024778,3,0,stop,,POINT (-74.024778 40.6097158)
42484854,40.66967,-73.901982,3,0,,,POINT (-73.901982 40.66967)
42484859,40.6699329,-73.9001815,4,3,,,POINT (-73.9001815 40.6699329)
42484862,40.6700674,-73.8992606,4,0,,,POINT (-73.8992606 40.6700674)
42484865,40.6702021,-73.8983385,4,1,,,POINT (-73.8983385 40.6702021)
42484868,40.6703363,-73.8974193,4,1,,,POINT (-73.8974193 40.6703363)
42484870,40.6704684,-73.8965148,4,0,,,POINT (-73.8965148 40.6704684)
42484873,40.6706284,-73.8955602,4,7,traffic_signals,,POINT (-73.8955602 40.6706284)
42484876,40.6707773,-73.8945686,3,1,,,POINT (-73.8945686 40.6707773)
42484879,40.6709099,-73.893641,4,0,,,POINT (-73.893641 40.6709099)
42484887,40.6715838,-73.8890988,4,1,,,POINT (-73.8890988 40.6715838)
42484889,40.6717183,-73.8881946,4,0,,,POINT (-73.8881946 40.6717183)
42484891,40.6718528,-73.8872879,4,3,,,POINT (-73.8872879 40.6718528)
42484893,40.6719862,-73.8864095,4,0,,,POINT (-73.8864095 40.6719862)
42484896,40.6721133,-73.8855183,4,0,,,POINT (-73.8855183 40.6721133)
42484899,40.6722321,-73.8846981,4,0,,,POINT (-73.8846981 40.6722321)
42484902,40.6723549,-73.8838955,4,2,stop,,POINT (-73.8838955 40.6723549)
42484905,40.6724778,-73.8830752,4,3,,,POINT (-73.8830752 40.6724778)
42484910,40.6727184,-73.8813926,4,0,,,POINT (-73.8813926 40.6727184)
42484914,40.672853,-73.8804879,4,1,,,POINT (-73.8804879 40.672853)
42484919,40.6729847,-73.8795675,4,0,,,POINT (-73.8795675 40.6729847)
42484924,40.6731194,-73.8786466,4,0,,,POINT (-73.8786466 40.6731194)
42484928,40.6733899,-73.8767908,4,0,,,POINT (-73.8767908 40.6733899)
42484930,40.6735229,-73.8758867,4,0,,,POINT (-73.8758867 40.6735229)
42484932,40.6736538,-73.8749588,4,0,,,POINT (-73.8749588 40.6736538)
42484934,40.6737884,-73.8740403,4,0,,,POINT (-73.8740403 40.6737884)
42484940,40.6739072,-73.8731109,4,0,,,POINT (-73.8731109 40.6739072)
42484942,40.6741377,-73.8716026,4,5,,,POINT (-73.8716026 40.6741377)
42484948,40.6742694,-73.870679,4,0,,,POINT (-73.870679 40.6742694)
42484954,40.6745314,-73.868828,4,1,stop,,POINT (-73.868828 40.6745314)
42484958,40.6746692,-73.8679028,4,1,,,POINT (-73.8679028 40.6746692)
42484963,40.6748078,-73.8669912,4,1,stop,,POINT (-73.8669912 40.6748078)
42484968,40.6750618,-73.8651383,3,0,,,POINT (-73.8651383 40.6750618)
42484982,40.668415,-73.910416,3,4,,,POINT (-73.910416 40.668415)
42484984,40.668561,-73.909475,4,1,,,POINT (-73.909475 40.668561)
42484985,40.668695,-73.908556,3,2,,,POINT (-73.908556 40.668695)
42484987,40.668832,-73.907638,3,1,,,POINT (-73.907638 40.668832)
42484988,40.669116,-73.905707,4,0,stop,,POINT (-73.905707 40.669116)
42484989,40.669254,-73.904791,3,0,,,POINT (-73.904791 40.669254)
42484991,40.669387,-73.903884,4,1,stop,,POINT (-73.903884 40.669387)
42484992,40.66953,-73.902946,3,1,,,POINT (-73.902946 40.66953)
42484998,40.6752947,-73.8623484,3,1,,,POINT (-73.8623484 40.6752947)
42485004,40.6925686,-73.9279931,4,0,traffic_signals,,POINT (-73.9279931 40.6925686)
42485007,40.6918267,-73.9278499,4,1,traffic_signals,,POINT (-73.9278499 40.6918267)
42485010,40.6910986,-73.9277032,4,3,traffic_signals,,POINT (-73.9277032 40.6910986)
42485012,40.690368,-73.9275559,4,3,stop,,POINT (-73.9275559 40.690368)
42485014,40.6896336,-73.9274079,4,1,stop,,POINT (-73.9274079 40.6896336)
42485016,40.6889003,-73.9272601,4,5,traffic_signals,,POINT (-73.9272601 40.6889003)
42485017,40.6881661,-73.9271142,4,1,traffic_signals,,POINT (-73.9271142 40.6881661)
42485022,40.6874377,-73.9269694,4,1,traffic_signals,,POINT (-73.9269694 40.6874377)
42485027,40.6867019,-73.9268231,4,2,traffic_signals,,POINT (-73.9268231 40.6867019)
42485030,40.6859708,-73.9266778,4,2,traffic_signals,,POINT (-73.9266778 40.6859708)
42485033,40.6852363,-73.9265318,4,2,traffic_signals,,POINT (-73.9265318 40.6852363)
42485035,40.6845104,-73.9263875,4,2,traffic_signals,,POINT (-73.9263875 40.6845104)
42485041,40.6837713,-73.9262406,4,0,traffic_signals,,POINT (-73.9262406 40.6837713)
42485047,40.6830398,-73.9260952,4,0,traffic_signals,,POINT (-73.9260952 40.6830398)
42485052,40.6823103,-73.9259502,4,3,traffic_signals,,POINT (-73.9259502 40.6823103)
42485057,40.6815702,-73.9257932,4,2,traffic_signals,,POINT (-73.9257932 40.6815702)
42485061,40.6808457,-73.9256366,3,0,traffic_signals,,POINT (-73.9256366 40.6808457)
42485076,40.654833,-73.894411,3,1,,,POINT (-73.894411 40.654833)
42485079,40.6601972,-73.9606118,3,1,,,POINT (-73.9606118 40.6601972)
42485081,40.6604379,-73.9568737,4,3,traffic_signals,,POINT (-73.9568737 40.6604379)
42485084,40.660648,-73.953539,4,2,traffic_signals,,POINT (-73.953539 40.660648)
42485089,40.661007,-73.947753,4,3,traffic_signals,,POINT (-73.947753 40.661007)
42485098,40.661149,-73.945488,4,0,traffic_signals,,POINT (-73.945488 40.661149)
42485103,40.6616699,-73.9372619,4,1,traffic_signals,,POINT (-73.9372619 40.6616699)
42485107,40.6618621,-73.9343918,4,1,traffic_signals,,POINT (-73.9343918 40.6618621)
42485112,40.6619215,-73.9334236,3,2,,,POINT (-73.9334236 40.6619215)
42485115,40.6620404,-73.9314865,3,1,traffic_signals,,POINT (-73.9314865 40.6620404)
42485124,40.659364,-73.879373,3,0,,,POINT (-73.879373 40.659364)
42485127,40.6580086,-73.8783708,3,0,,,POINT (-73.8783708 40.6580086)
42485133,40.665761,-73.884122,3,0,,,POINT (-73.884122 40.665761)
42485145,40.6804044,-73.8876398,4,1,,,POINT (-73.8876398 40.6804044)
42485154,40.6758955,-73.8864844,4,3,traffic_signals,,POINT (-73.8864844 40.6758955)
42485156,40.674648,-73.8861651,4,1,,,POINT (-73.8861651 40.674648)
42485158,40.6733801,-73.8858403,4,2,traffic_signals,,POINT (-73.8858403 40.6733801)
42485161,40.6708592,-73.8851946,4,0,,,POINT (-73.8851946 40.6708592)
42485164,40.6693215,-73.8848007,4,0,,,POINT (-73.8848007 40.6693215)
42485166,40.6677856,-73.8844073,4,0,,,POINT (-73.8844073 40.6677856)
42485169,40.665852,-73.883912,3,0,,,POINT (-73.883912 40.665852)
42485175,40.67757,-73.911749,3,1,,,POINT (-73.911749 40.67757)
42485177,40.6764512,-73.9118549,3,0,,,POINT (-73.9118549 40.6764512)
42485181,40.684287,-73.894758,3,0,,,POINT (-73.894758 40.684287)
42485187,40.6820771,-73.893258,3,0,,,POINT (-73.893258 40.6820771)
42485188,40.682763,-73.893732,3,0,,,POINT (-73.893732 40.682763)
42485196,40.6319358,-74.0364263,4,2,,,POINT (-74.0364263 40.6319358)
42485198,40.631297,-74.033742,4,0,,,POINT (-74.033742 40.631297)
42485199,40.630661,-74.031061,4,1,,,POINT (-74.031061 40.630661)
42485203,40.629378,-74.02566,4,2,traffic_signals,,POINT (-74.02566 40.629378)
42485205,40.625577,-74.019264,3,0,,,POINT (-74.019264 40.625577)
42485207,40.623133,-74.015242,4,0,,,POINT (-74.015242 40.623133)
42485210,40.621803,-74.01304,4,0,stop,,POINT (-74.01304 40.621803)
42485214,40.619143,-74.008637,4,1,traffic_signals,,POINT (-74.008637 40.619143)
42485215,40.617814,-74.006434,4,0,traffic_signals,,POINT (-74.006434 40.617814)
42485218,40.616482,-74.004234,4,0,traffic_signals,,POINT (-74.004234 40.616482)
42485222,40.615153,-74.002031,4,1,traffic_signals,,POINT (-74.002031 40.615153)
42485226,40.6136801,-73.9995814,4,1,traffic_signals,,POINT (-73.9995814 40.6136801)
42485229,40.6122228,-73.9971761,4,2,traffic_signals,,POINT (-73.9971761 40.6122228)
42485232,40.61101,-73.995177,4,1,traffic_signals,,POINT (-73.995177 40.61101)
42485235,40.6096914,-73.9929791,4,1,traffic_signals,,POINT (-73.9929791 40.6096914)
42485238,40.6083601,-73.9907765,4,1,traffic_signals,,POINT (-73.9907765 40.6083601)
42485246,40.6187881,-74.0369769,3,0,,,POINT (-74.0369769 40.6187881)
42485248,40.6186027,-74.0359886,4,0,stop,,POINT (-74.0359886 40.6186027)
42485251,40.616699,-74.030845,4,0,traffic_signals,,POINT (-74.030845 40.616699)
42485252,40.616067,-74.029576,3,0,,,POINT (-74.029576 40.616067)
42485253,40.6186614,-74.0368997,3,0,,,POINT (-74.0368997 40.6186614)
42485255,40.661156,-73.907585,4,0,,,POINT (-73.907585 40.661156)
42485256,40.659619,-73.907191,3,1,,,POINT (-73.907191 40.659619)
42485258,40.658084,-73.906795,3,0,,,POINT (-73.906795 40.658084)
42485261,40.6701166,-73.9098772,1,0,turning_circle,,POINT (-73.9098772 40.6701166)
42485263,40.669825,-73.909803,4,1,traffic_signals,,POINT (-73.909803 40.669825)
42485265,40.6682313,-73.9093934,1,0,,,POINT (-73.9093934 40.6682313)
42485267,40.6305972,-73.9703123,3,0,,,POINT (-73.9703123 40.6305972)
42485268,40.6291119,-73.9699978,4,0,,,POINT (-73.9699978 40.6291119)
42485270,40.6283844,-73.969863,1,0,,,POINT (-73.969863 40.6283844)
42485273,40.628068,-73.9698134,1,0,,,POINT (-73.9698134 40.628068)
42485276,40.6267314,-73.9695572,4,1,,,POINT (-73.9695572 40.6267314)
42485278,40.6243393,-73.9690972,4,0,traffic_signals,,POINT (-73.9690972 40.6243393)
42485279,40.621942,-73.9686564,4,0,,,POINT (-73.9686564 40.621942)
42485282,40.6195561,-73.968195,4,0,traffic_signals,,POINT (-73.968195 40.6195561)
42485287,40.6171669,-73.9677403,4,0,traffic_signals,,POINT (-73.9677403 40.6171669)
42485290,40.6148744,-73.9673162,3,1,,,POINT (-73.9673162 40.6148744)
42485293,40.614773,-73.9672974,4,0,traffic_signals,,POINT (-73.9672974 40.614773)
42485295,40.6121154,-73.9667789,4,2,traffic_signals,,POINT (-73.9667789 40.6121154)
42485296,40.6095595,-73.9663033,4,3,traffic_signals,,POINT (-73.9663033 40.6095595)
42485300,40.6061248,-73.9656478,4,1,traffic_signals,,POINT (-73.9656478 40.6061248)
42485304,40.604954,-73.9654354,5,0,traffic_signals,,POINT (-73.9654354 40.604954)
42485307,40.6026359,-73.9649864,4,1,traffic_signals,,POINT (-73.9649864 40.6026359)
42485310,40.6002415,-73.9645413,4,0,traffic_signals,,POINT (-73.9645413 40.6002415)
42485311,40.5979869,-73.9641104,4,2,traffic_signals,,POINT (-73.9641104 40.5979869)
42485314,40.5958699,-73.9636921,4,0,traffic_signals,,POINT (-73.9636921 40.5958699)
42485317,40.5943186,-73.9634081,4,0,,,POINT (-73.9634081 40.5943186)
42485320,40.5934808,-73.96326,4,0,traffic_signals,,POINT (-73.96326 40.5934808)
42485325,40.5927657,-73.9631238,4,0,,,POINT (-73.9631238 40.5927657)
42485330,40.5913597,-73.9628493,4,1,,,POINT (-73.9628493 40.5913597)
42485332,40.590637,-73.9627214,3,0,,,POINT (-73.9627214 40.590637)
42485336,40.589958,-73.9625914,3,0,,,POINT (-73.9625914 40.589958)
42485339,40.5892388,-73.9624554,4,1,traffic_signals,,POINT (-73.9624554 40.5892388)
42485343,40.58852,-73.9623224,3,0,,,POINT (-73.9623224 40.58852)
42485348,40.587844,-73.9621984,3,0,,,POINT (-73.9621984 40.587844)
42485354,40.5871223,-73.9620564,4,1,traffic_signals,,POINT (-73.9620564 40.5871223)
42485359,40.586334,-73.9619064,3,1,,,POINT (-73.9619064 40.586334)
42485368,40.585653,-73.9617764,3,0,,,POINT (-73.9617764 40.585653)
42485376,40.6483991,-73.9736588,3,0,,,POINT (-73.9736588 40.6483991)
42485379,40.6467873,-73.9733513,3,1,,,POINT (-73.9733513 40.6467873)
42485383,40.6454504,-73.9730968,4,3,traffic_signals,,POINT (-73.9730968 40.6454504)
42485385,40.643461,-73.9727222,4,1,traffic_signals,,POINT (-73.9727222 40.643461)
42485389,40.6410688,-73.9722689,4,0,traffic_signals,,POINT (-73.9722689 40.6410688)
42485394,40.6362957,-73.9713664,4,0,traffic_signals,,POINT (-73.9713664 40.6362957)
42485401,40.63372,-73.970876,3,2,traffic_signals,,POINT (-73.970876 40.63372)
42485408,40.6530925,-73.975158,3,0,,,POINT (-73.975158 40.6530925)
42485411,40.6517883,-73.9748853,4,1,,,POINT (-73.9748853 40.6517883)
42485416,40.650342,-73.97461,3,0,traffic_signals,,POINT (-73.97461 40.650342)
42485424,40.687467,-73.87468,1,0,,,POINT (-73.87468 40.687467)
42485437,40.582822,-73.9887448,3,0,stop,,POINT (-73.9887448 40.582822)
42485467,40.6314542,-73.9635264,3,0,,,POINT (-73.9635264 40.6314542)
42485468,40.6315956,-73.9622668,1,0,,,POINT (-73.9622668 40.6315956)
42485473,40.6316271,-73.9619734,1,0,,,POINT (-73.9619734 40.6316271)
42485476,40.631762,-73.9607623,4,0,,,POINT (-73.9607623 40.631762)
42485480,40.6379142,-74.0355469,1,0,,,POINT (-74.0355469 40.6379142)
42485482,40.637483,-74.034158,4,0,,,POINT (-74.034158 40.637483)
42485485,40.636858,-74.032146,3,0,,,POINT (-74.032146 40.636858)
42485491,40.636673,-74.031547,4,0,,,POINT (-74.031547 40.636673)
42485495,40.636392,-74.030666,3,1,,,POINT (-74.030666 40.636392)
42485503,40.636139,-74.029827,3,0,,,POINT (-74.029827 40.636139)
42485509,40.6358665,-74.0289373,3,0,,,POINT (-74.0289373 40.6358665)
42485520,40.630286,-74.016343,4,0,traffic_signals,,POINT (-74.016343 40.630286)
42485524,40.629792,-74.015488,4,2,traffic_signals,,POINT (-74.015488 40.629792)
42485531,40.627134,-74.011082,4,0,traffic_signals,,POINT (-74.011082 40.627134)
42485534,40.625802,-74.008879,4,1,traffic_signals,,POINT (-74.008879 40.625802)
42485539,40.623145,-74.004476,4,1,traffic_signals,,POINT (-74.004476 40.623145)
42485542,40.621815,-74.002276,4,0,traffic_signals,,POINT (-74.002276 40.621815)
42485546,40.6204946,-74.0000759,4,1,stop,,POINT (-74.0000759 40.6204946)
42485555,40.6191593,-73.9978774,4,1,,,POINT (-73.9978774 40.6191593)
42485568,40.617673,-73.995418,4,0,traffic_signals,,POINT (-73.995418 40.617673)
42485579,40.6162671,-73.9930807,4,0,traffic_signals,,POINT (-73.9930807 40.6162671)
42485589,40.615012,-73.991015,4,0,traffic_signals,,POINT (-73.991015 40.615012)
42485595,40.6136929,-73.988819,4,0,traffic_signals,,POINT (-73.988819 40.6136929)
42485600,40.6123647,-73.9866144,4,1,traffic_signals,,POINT (-73.9866144 40.6123647)
42485616,40.6784861,-73.9284729,3,0,,,POINT (-73.9284729 40.6784861)
42485618,40.6773852,-73.9282233,3,0,,,POINT (-73.9282233 40.6773852)
42485640,40.6948001,-73.994301,4,0,traffic_signals,,POINT (-73.994301 40.6948001)
42485643,40.6942756,-73.9924126,4,4,traffic_signals,,POINT (-73.9924126 40.6942756)
42485646,40.6937557,-73.9904251,4,3,traffic_signals,,POINT (-73.9904251 40.6937557)
42485779,40.631371,-73.9721158,4,0,traffic_signals,,POINT (-73.9721158 40.631371)
42485782,40.6315023,-73.9718476,4,0,traffic_signals,,POINT (-73.9718476 40.6315023)
42485784,40.6316248,-73.9715915,4,0,traffic_signals,,POINT (-73.9715915 40.6316248)
42485787,40.6329183,-73.9688912,4,0,stop,,POINT (-73.9688912 40.6329183)
42485788,40.6337085,-73.9671872,4,3,traffic_signals,,POINT (-73.9671872 40.6337085)
42485790,40.634267,-73.9659549,4,0,traffic_signals,,POINT (-73.9659549 40.634267)
42485795,40.6350998,-73.964217,4,0,stop,,POINT (-73.964217 40.6350998)
42485802,40.6355179,-73.9633489,4,0,,,POINT (-73.9633489 40.6355179)
42485824,40.635933,-73.96248,4,0,,,POINT (-73.96248 40.635933)
42485829,40.6363676,-73.9615858,4,1,,,POINT (-73.9615858 40.6363676)
42485832,40.6368035,-73.9606741,4,0,stop,,POINT (-73.9606741 40.6368035)
42485839,40.6377724,-73.9586744,4,1,traffic_signals,,POINT (-73.9586744 40.6377724)
42485840,40.6382316,-73.9577111,4,0,stop,,POINT (-73.9577111 40.6382316)
42485845,40.63865,-73.956839,4,1,stop,,POINT (-73.956839 40.63865)
42485846,40.639067,-73.955971,4,0,,,POINT (-73.955971 40.639067)
42485856,40.6396907,-73.9532048,4,1,stop,,POINT (-73.9532048 40.6396907)
42485859,40.639808,-73.951306,4,0,traffic_signals,,POINT (-73.951306 40.639808)
42485861,40.63987,-73.950317,4,1,,,POINT (-73.950317 40.63987)
42485867,40.640165,-73.945522,4,3,traffic_signals,,POINT (-73.945522 40.640165)
42485870,40.640226,-73.94455,4,1,,,POINT (-73.94455 40.640226)
42485874,40.640344,-73.942651,3,1,,,POINT (-73.942651 40.640344)
42485886,40.6663638,-73.9522243,3,0,,,POINT (-73.9522243 40.6663638)
42485888,40.5782334,-73.9915724,4,2,traffic_signals,,POINT (-73.9915724 40.5782334)
42485889,40.575927,-73.991135,4,3,traffic_signals,,POINT (-73.991135 40.575927)
42485893,40.6813777,-73.9077729,3,1,,,POINT (-73.9077729 40.6813777)
42485894,40.682802,-73.906376,4,1,traffic_signals,,POINT (-73.906376 40.682802)
42485895,40.683397,-73.905787,1,0,,,POINT (-73.905787 40.683397)
42485899,40.620179,-73.936992,3,0,,,POINT (-73.936992 40.620179)
42485900,40.633494,-74.019263,3,0,,,POINT (-74.019263 40.633494)
42485902,40.632885,-74.019736,3,0,,,POINT (-74.019736 40.632885)
42486036,40.628926,-73.978992,3,0,,,POINT (-73.978992 40.628926)
42486038,40.6298816,-73.9770008,4,2,traffic_signals,,POINT (-73.9770008 40.6298816)
42486041,40.630592,-73.975504,4,0,stop,,POINT (-73.975504 40.630592)
42486044,40.6321527,-73.9722611,4,0,,,POINT (-73.9722611 40.6321527)
42486048,40.6322659,-73.9719948,3,1,,,POINT (-73.9719948 40.6322659)
42486053,40.6324074,-73.9717412,3,2,,,POINT (-73.9717412 40.6324074)
42486058,40.6335261,-73.9693898,4,2,stop,,POINT (-73.9693898 40.6335261)
42486061,40.63447,-73.967406,3,0,,,POINT (-73.967406 40.63447)
42486077,40.7019529,-73.9946117,3,0,,,POINT (-73.9946117 40.7019529)
42486083,40.7018498,-73.9921985,3,0,traffic_signals,,POINT (-73.9921985 40.7018498)
42486091,40.634357,-74.010742,3,2,traffic_signals,,POINT (-74.010742 40.634357)
42486098,40.631694,-74.006339,3,1,,,POINT (-74.006339 40.631694)
42486101,40.630364,-74.004137,4,0,traffic_signals,,POINT (-74.004137 40.630364)
42486106,40.627702,-73.999731,4,1,traffic_signals,,POINT (-73.999731 40.627702)
42486109,40.626377,-73.997536,4,0,,,POINT (-73.997536 40.626377)
42486113,40.625043,-73.995332,4,0,traffic_signals,,POINT (-73.995332 40.625043)
42486119,40.623715,-73.99313,4,0,,,POINT (-73.99313 40.623715)
42486122,40.622232,-73.990674,4,2,traffic_signals,,POINT (-73.990674 40.622232)
42486125,40.620872,-73.98842,4,2,traffic_signals,,POINT (-73.98842 40.620872)
42486128,40.619567,-73.986275,4,2,traffic_signals,,POINT (-73.986275 40.619567)
42486131,40.6182486,-73.9840747,4,4,traffic_signals,,POINT (-73.9840747 40.6182486)
42486137,40.616912,-73.981868,4,0,traffic_signals,,POINT (-73.981868 40.616912)
42486140,40.614225,-73.9774147,4,1,,,POINT (-73.9774147 40.614225)
42486147,40.612638,-73.974777,3,0,,,POINT (-73.974777 40.612638)
42486159,40.6396701,-74.0195497,4,3,traffic_signals,,POINT (-74.0195497 40.6396701)
42486163,40.635686,-74.012943,3,0,,,POINT (-74.012943 40.635686)
42486172,40.6423269,-74.0239603,3,0,,,POINT (-74.0239603 40.6423269)
42486187,40.5988,-73.988658,3,0,,,POINT (-73.988658 40.5988)
42486189,40.597104,-73.990421,4,0,,,POINT (-73.990421 40.597104)
42486193,40.595211,-73.992389,4,0,traffic_signals,,POINT (-73.992389 40.595211)
42486201,40.6095824,-74.0064875,3,0,,,POINT (-74.0064875 40.6095824)
42486203,40.607881,-74.008252,4,0,,,POINT (-74.008252 40.607881)
42486206,40.606204,-74.01,4,2,,,POINT (-74.01 40.606204)
42486209,40.60476,-74.0115,4,0,,,POINT (-74.0115 40.60476)
42486222,40.6704829,-73.9616573,3,0,,,POINT (-73.9616573 40.6704829)
42486228,40.669779,-73.958292,4,1,,,POINT (-73.958292 40.669779)
42486231,40.6692329,-73.9555916,4,1,traffic_signals,,POINT (-73.9555916 40.6692329)
42486239,40.669115,-73.953353,4,0,traffic_signals,,POINT (-73.953353 40.669115)
42486245,40.6687914,-73.9478173,4,2,traffic_signals,,POINT (-73.9478173 40.6687914)
42486250,40.668615,-73.945046,4,1,traffic_signals,,POINT (-73.945046 40.668615)
42486256,40.668128,-73.936749,4,2,traffic_signals,,POINT (-73.936749 40.668128)
42486260,40.667976,-73.933982,4,0,traffic_signals,,POINT (-73.933982 40.667976)
42486265,40.667825,-73.931214,4,6,traffic_signals,,POINT (-73.931214 40.667825)
42486269,40.667672,-73.928443,3,2,traffic_signals,,POINT (-73.928443 40.667672)
42486285,40.667481,-73.921872,3,0,,,POINT (-73.921872 40.667481)
42486287,40.6654903,-73.921368,4,2,,,POINT (-73.921368 40.6654903)
42486294,40.6639597,-73.920972,4,0,,,POINT (-73.920972 40.6639597)
42486300,40.667468,-73.924687,3,0,,,POINT (-73.924687 40.667468)
42486302,40.667365,-73.922727,4,1,,,POINT (-73.922727 40.667365)
42486304,40.6673376,-73.9222056,3,0,,,POINT (-73.9222056 40.6673376)
42486313,40.6850009,-74.0051587,4,0,,,POINT (-74.0051587 40.6850009)
42486316,40.6843983,-74.0029968,4,2,traffic_signals,,POINT (-74.0029968 40.6843983)
42486329,40.683473,-73.999725,4,0,traffic_signals,,POINT (-73.999725 40.683473)
42486334,40.6829579,-73.9978545,4,0,traffic_signals,,POINT (-73.9978545 40.6829579)
42486339,40.6823959,-73.9958841,4,2,traffic_signals,,POINT (-73.9958841 40.6823959)
42486341,40.681641,-73.993913,4,0,traffic_signals,,POINT (-73.993913 40.681641)
42486345,40.6807958,-73.9917277,4,1,traffic_signals,,POINT (-73.9917277 40.6807958)
